Bar Code Number,Computer Type,Date Eraced,Problems with Computer
939,Surface Pro 6
1343,Surface Pro 6
1194,Surface Pro 6
1025,Surface Pro 6
1403,Surface Pro 6,"May 7, 2024, ATO"
1121,Surface Pro 6
1088,Surface Pro 6
1059,Surface Pro 6
1038,Surface Pro 6
884,Surface Pro 6
1114,Surface Pro 6
926,Surface Pro 6
1148,Surface Pro 6
1123,Surface Pro 6
1002,Surface Pro 6
1220,Surface Pro 6
1392,Surface Pro 6
889,Surface Pro 6
997,Surface Pro 6
1103,Surface Pro 6
1193,Surface Pro 6
1044,Surface Pro 6
1056,Surface Pro 6
1122,Surface Pro 6
1119,Surface Pro 6
996,Surface Pro 6
1147,Surface Pro 6
984,Surface Pro 6
992,Surface Pro 6
1011,Surface Pro 6
1171,Surface Pro 6
1036,Surface Pro 6
1161,Surface Pro 6
991,Surface Pro 6
1132,Surface Pro 6
962,Surface Pro 6
1005,Surface Pro 6
907,Surface Pro 6
1361,Surface Pro 6
1485,Surface Pro 6
1192,Surface Pro 6
1502,Surface Pro 6
1416,Surface Pro 6
1506,Surface Pro 6
1498,Surface Pro 6
1496,Surface Pro 6
1323,Surface Pro 6
1322,Surface Pro 6
1328,Surface Pro 6
1375,Surface Pro 6
1388,Surface Pro 6
1215,Surface Pro 6
1410,Surface Pro 6
1508,Surface Pro 6
1329,Surface Pro 6
1439,Surface Pro 6
1544,Surface Pro 6
1360,Surface Pro 6
1384,Surface Pro 6
1444,Surface Pro 6
1344,Surface Pro 6
1470,Surface Pro 6
1337,Surface Pro 6
1334,Surface Pro 6
1445,Surface Pro 6
1600,Surface Pro 6
1382,Surface Pro 6
944,Surface Pro 6
1098,Surface Pro 6
966,Surface Pro 6
933,Surface Pro 6
1186,Surface Pro 6
1172,Surface Pro 6
982,Surface Pro 6
964,Surface Pro 6
1068,Surface Pro 6
1112,Surface Pro 6
832,Surface Pro 6
994,Surface Pro 6
828,Surface Pro 6
947,Surface Pro 6
1003,Surface Pro 6
821,Surface Pro 6
1184,Surface Pro 6
827,Surface Pro 6
965,Surface Pro 6
904,Surface Pro 6
1106,Surface Pro 6
1037,Surface Pro 6
978,Surface Pro 6
1149,Surface Pro 6
1051,Surface Pro 6
1021,Surface Pro 6
900,Surface Pro 6
1480,Surface Pro 6
1638,Surface Pro 6
971,Surface Pro 6
995,Surface Pro 6
882,Surface Pro 6
981,Surface Pro 6
1069,Surface Pro 6
1479,Surface Pro 6
935,Surface Pro 6
1001,Surface Pro 6
952,Surface Pro 6
934,Surface Pro 6
973,Surface Pro 6
901,Surface Pro 6
820,Surface Pro 6
1077,Surface Pro 6
826,Surface Pro 6
1116,Surface Pro 6
993,Surface Pro 6
1124,Surface Pro 6
1125,Surface Pro 6
1008,Surface Pro 6
975,Surface Pro 6
1014,Surface Pro 6
1016,Surface Pro 6
903,Surface Pro 6
1412,Surface Pro 6
1196,Surface Pro 6
969,Surface Pro 6
1198,Surface Pro 6
1000,Surface Pro 6
1140,Surface Pro 6
986,Surface Pro 6
921,Surface Pro 6
1042,Surface Pro 6
1176,Surface Pro 6
1100,Surface Pro 6
1126,Surface Pro 6
1177,Surface Pro 6
999,Surface Pro 6
945,Surface Pro 6
998,Surface Pro 6
1133,Surface Pro 6
927,Surface Pro 6
1015,Surface Pro 6
919,Surface Pro 6
1087,Surface Pro 6
957,Surface Pro 6
912,Surface Pro 6
892,Surface Pro 6
890,Surface Pro 6
897,Surface Pro 6
877,Surface Pro 6
825,Surface Pro 6
915,Surface Pro 6
920,Surface Pro 6
1327,Surface Pro 6
948,Surface Pro 6
1359,Surface Pro 6
1499,Surface Pro 6
954,Surface Pro 6
1413,Surface Pro 6
1312,Surface Pro 6
1471,Surface Pro 6
1050,Surface Pro 6
1405,Surface Pro 6
990,Surface Pro 6
1306,Surface Pro 6
1320,Surface Pro 6
1303,Surface Pro 6
1474,Surface Pro 6
1475,Surface Pro 6
1435,Surface Pro 6
1415,Surface Pro 6
1478,Surface Pro 6
1433,Surface Pro 6,05-13-2024 ATO
1371,Surface Pro 6,05-13-2024 ATO
1351,Surface Pro 6,05-13-2024 ATO
1339,Surface Pro 6,05-13-2024 ATO
1160,Surface Pro 6,05-13-2024 ATO
1074,Surface Pro 6,05-13-2024 ATO
1493,Surface Pro 6
1007,Surface Pro 6
1211,Surface Pro 6
1481,Surface Pro 6
1208,Surface Pro 6
1483,Surface Pro 6
1400,Surface Pro 6
1318,Surface Pro 6
1423,Surface Pro 6
1407,Surface Pro 6
1473,Surface Pro 6
1205,Surface Pro 6
1385,Surface Pro 6
1409,Surface Pro 6
1319,Surface Pro 6
1041,Surface Pro 6
1156,Surface Pro 6
1058,Surface Pro 6
1195,Surface Pro 6
1053,Surface Pro 6
1165,Surface Pro 6
1163,Surface Pro 6
1179,Surface Pro 6
1190,Surface Pro 6
1076,Surface Pro 6
1191,Surface Pro 6
1013,Surface Pro 6
1188,Surface Pro 6
1170,Surface Pro 6
885,Surface Pro 6
980,Surface Pro 6
1153,Surface Pro 6
1046,Surface Pro 6
1141,Surface Pro 6
1166,Surface Pro 6
1091,Surface Pro 6
1102,Surface Pro 6
1175,Surface Pro 6
1139,Surface Pro 6
1197,Surface Pro 6
1169,Surface Pro 6
1137,Surface Pro 6
1049,Surface Pro 6
1105,Surface Pro 6
1094,Surface Pro 6
1107,Surface Pro 6
1209,Surface Pro 6
1023,Surface Pro 6
1093,Surface Pro 6
1152,Surface Pro 6
1020,Surface Pro 6
1110,Surface Pro 6
1035,Surface Pro 6
1336,Surface Pro 6
1115,Surface Pro 6
1054,Surface Pro 6
1099,Surface Pro 6
824,Surface Pro 6
951,Surface Pro 6
1167,Surface Pro 6
989,Surface Pro 6
1045,Surface Pro 6
1075,Surface Pro 6
1349,Surface Pro 6
1032,Surface Pro 6
1154,Surface Pro 6
1174,Surface Pro 6
1144,Surface Pro 6
1084,Surface Pro 6
1086,Surface Pro 6
879,Surface Pro 6
1080,Surface Pro 6
1019,Surface Pro 6
1203,Surface Pro 6
1142,Surface Pro 6
1063,Surface Pro 6
1090,Surface Pro 6
1095,Surface Pro 6
888,Surface Pro 6
1118,Surface Pro 6
1127,Surface Pro 6
1048,Surface Pro 6
1089,Surface Pro 6
1393,Surface Pro 6
1065,Surface Pro 6
1395,Surface Pro 6
1189,Surface Pro 6
1117,Surface Pro 6
1128,Surface Pro 6,05-13-2024 ATO
1070,Surface Pro 6
1031,Surface Pro 6
1026,Surface Pro 6
1383,Surface Pro 6
1130,Surface Pro 6
1066,Surface Pro 6
1187,Surface Pro 6
911,Surface Pro 6
1316,Surface Pro 6
1062,Surface Pro 6
1390,Surface Pro 6
1109,Surface Pro 6
949,Surface Pro 6
1305,Surface Pro 6
950,Surface Pro 6
1162,Surface Pro 6
1354,Surface Pro 6
1092,Surface Pro 6
1097,Surface Pro 6
1202,Surface Pro 6
1134,Surface Pro 6
1082,Surface Pro 6
1158,Surface Pro 6
1104,Surface Pro 6
1135,Surface Pro 6
1131,Surface Pro 6
1490,Surface Pro 6
1055,Surface Pro 6
1155,Surface Pro 6
1150,Surface Pro 6
1145,Surface Pro 6
820,MacBook Pro
854,MacBook Pro
847,MacBook Pro
867,MacBook Pro
845,MacBook Pro
853,MacBook Pro
868,MacBook Pro
857,MacBook Pro
871,MacBook Pro
861,MacBook Pro
849,MacBook Pro
814,Surface Pro 3
658,Surface Pro 3
716,Surface Pro 3
677,Surface Pro 3
836,Surface Pro 3
833,Surface Pro 3
805,Surface Pro 3
441,Dell
631,Lenovo 11e
628,Lenovo 11e
612,Lenovo 11e
559,Lenovo 11e
610,Lenovo 11e
552,Lenovo 11e
601,Lenovo 11e
573,Lenovo 11e
567,Lenovo 11e
529,Lenovo 11e
518,Lenovo 11e
565,Lenovo 11e
604,Lenovo 11e
614,Lenovo 11e
598,Lenovo 11e
524,Lenovo 11e
603,Lenovo 11e
466,Lenovo 11e
581,Lenovo 11e
578,Lenovo 11e
636,Lenovo 11e
622,Lenovo 11e
516,Lenovo 11e
623,Lenovo 11e
538,Lenovo 11e
555,Lenovo 11e
589,Lenovo 11e
549,Lenovo 11e
541,Lenovo 11e
592,Lenovo 11e
602,Lenovo 11e
526,Lenovo 11e
513,Lenovo 11e
611,Lenovo 11e
460,Lenovo 11e
577,Lenovo 11e
576,Lenovo 11e
545,Lenovo 11e
527,Lenovo 11e
510,Lenovo 11e
547,Lenovo 11e
563,Lenovo 11e
519,Lenovo 11e
456,Lenovo 11e
579,Lenovo 11e
459,Lenovo 11e
535,Lenovo 11e
461,Lenovo 11e
458,Lenovo 11e
554,Lenovo 11e
